iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
77,Marta Domínguez Álvarez,"Domínguez Álvarez, Marta",Marta,Domínguez Álvarez,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=77&idLegislatura=11,,11,,,"","","","","",Córdoba,"",11_77
78,Alberto Rodríguez Rodríguez,"Rodríguez Rodríguez, Alberto",Alberto,Rodríguez Rodríguez,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=78&idLegislatura=11,,11,,,"","","","","",S/C Tenerife,"",11_78
79,Rosa Ana Alonso Clusa,"Alonso Clusa, Rosa Ana",Rosa Ana,Alonso Clusa,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=79&idLegislatura=11,,11,,,"","","","","",Cantabria,"",11_79
80,Ana Marcello Santos,"Marcello Santos, Ana",Ana,Marcello Santos,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=80&idLegislatura=11,,11,,,"","","","","",León,"",11_80
81,María Isabel Medina Suárez,"Medina Suárez, María Isabel",María Isabel,Medina Suárez,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=81&idLegislatura=11,,11,,,"","","","","",Málaga,"",11_81
82,Juan Antonio Delgado Ramos,"Delgado Ramos, Juan Antonio",Juan Antonio,Delgado Ramos,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=82&idLegislatura=11,,11,,,"","","","","",Cádiz,"",11_82
83,Sergio Pascual Peña,"Pascual Peña, Sergio",Sergio,Pascual Peña,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=83&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_83
84,María Auxiliadora Honorato Chulián,"Honorato Chulián, María Auxiliadora",María Auxiliadora,Honorato Chulián,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=84&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_84
85,Joaquín Albaladejo Martínez,"Albaladejo Martínez, Joaquín",Joaquín,Albaladejo Martínez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=85&idLegislatura=11,,11,,,"","","","","",Alicante,"",11_85
86,Jaime Miguel Mateu Istúriz,"Mateu Istúriz, Jaime Miguel",Jaime Miguel,Mateu Istúriz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=86&idLegislatura=11,,11,,,"","","","","",Burgos,"",11_86
87,Juan Pedro Yllanes Suárez,"Yllanes Suárez, Juan Pedro",Juan Pedro,Yllanes Suárez,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=87&idLegislatura=11,,11,,,"","","","","",Balears (Illes),"",11_87
88,Félix Alonso Cantorné,"Alonso Cantorné, Félix",Félix,Alonso Cantorné,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=88&idLegislatura=11,,11,,,"","","","","",Tarragona,"",11_88
89,María Asunción Jacoba Pía De la Concha García-Mauriño,"De la Concha García-Mauriño, María Asunción Jacoba Pía",María Asunción Jacoba Pía,De la Concha García-Mauriño,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=89&idLegislatura=11,,11,,,"","","","","",Illes Balears,"",11_89
9,David Serrada Pariente,"Serrada Pariente, David",David,Serrada Pariente,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=9&idLegislatura=11,,11,,,"","","","","",Salamanca,"",11_9
90,Artemi Vicent Rallo Lombarte,"Rallo Lombarte, Artemi Vicent",Artemi Vicent,Rallo Lombarte,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=90&idLegislatura=11,,11,,,"","","","","",Castellón/Castelló,"",11_90
91,Alberto Montero Soler,"Montero Soler, Alberto",Alberto,Montero Soler,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=91&idLegislatura=11,,11,,,"","","","","",Málaga,"",11_91
92,Isabel Franco Carmona,"Franco Carmona, Isabel",Isabel,Franco Carmona,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=92&idLegislatura=11,,11,,,"","","","","",Huelva,"",11_92
93,Ione Belarra Urteaga,"Belarra Urteaga, Ione",Ione,Belarra Urteaga,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=93&idLegislatura=11,,11,,,"","","","","",Navarra,"",11_93
94,Raimundo Viejo Viñas,"Viejo Viñas, Raimundo",Raimundo,Viejo Viñas,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=94&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_94
95,María Victoria Rosell Aguilar,"Rosell Aguilar, María Victoria",María Victoria,Rosell Aguilar,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=95&idLegislatura=11,,11,,,"","","","","",Palmas (Las),"",11_95
96,Josep Vendrell Gardeñes,"Vendrell Gardeñes, Josep",Josep,Vendrell Gardeñes,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=96&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_96
97,Diego Clemente Giménez,"Clemente Giménez, Diego",Diego,Clemente Giménez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=97&idLegislatura=11,,11,,,"","","","","",Almería,"",11_97
51,Arturo García-Tizón López,"García-Tizón López, Arturo",Arturo,García-Tizón López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=51&idLegislatura=11,,11,,,"","","","","",Toledo,"",2_144
14,Celia Villalobos Talero,"Villalobos Talero, Celia",Celia,Villalobos Talero,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=14&idLegislatura=11,,11,,,"","","","","",Málaga,"",3_208
324,Patxi López Álvarez,"López Álvarez, Patxi",Patxi,López Álvarez,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=324&idLegislatura=11,,11,,,"","","","","",Bizkaia,"",3_376
295,Mariano Rajoy Brey,"Rajoy Brey, Mariano",Mariano,Rajoy Brey,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=295&idLegislatura=11,,11,,,"","","","","",Madrid,"",3_43
140,Jorge Fernández Díaz,"Fernández Díaz, Jorge",Jorge,Fernández Díaz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=140&idLegislatura=11,,11,,,"","","","","",Barcelona,"",4_115
35,Teófila Martínez Saiz,"Martínez Saiz, Teófila",Teófila,Martínez Saiz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=35&idLegislatura=11,,11,,,"","","","","",Cádiz,"",4_193
151,Juan Carlos Vera Pró,"Vera Pró, Juan Carlos",Juan Carlos,Vera Pró,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=151&idLegislatura=11,,11,,,"","","","","",Madrid,"",5_116
301,Gerardo Camps Devesa,"Camps Devesa, Gerardo",Gerardo,Camps Devesa,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=301&idLegislatura=11,,11,,,"","","","","",Alicante,"",5_189
55,Rafael Antonio Hernando Fraile,"Hernando Fraile, Rafael Antonio",Rafael Antonio,Hernando Fraile,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=55&idLegislatura=11,,11,,,"","","","","",Almería,"",5_20
23,Jesús Posada Moreno,"Posada Moreno, Jesús",Jesús,Posada Moreno,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=23&idLegislatura=11,,11,,,"","","","","",Soria,"",5_204
243,Cristóbal Ricardo Montoro Romero,"Montoro Romero, Cristóbal Ricardo",Cristóbal Ricardo,Montoro Romero,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=243&idLegislatura=11,,11,,,"","","","","",Madrid,"",5_224
163,José María Chiquillo Barber,"Chiquillo Barber, José María",José María,Chiquillo Barber,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=163&idLegislatura=11,,11,,,"","","","","",Valencia,"",5_368
149,Teófilo de Luis Rodríguez,"Luis Rodríguez, Teófilo de",Teófilo de,Luis Rodríguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=149&idLegislatura=11,,11,,,"","","","","",Madrid,"",5_388
173,Tomás Burgos Gallego,"Burgos Gallego, Tomás",Tomás,Burgos Gallego,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=173&idLegislatura=11,,11,,,"","","","","",Valladolid,"",5_97
136,Salvador Antonio De la Encina Ortega,"De la Encina Ortega, Salvador Antonio",Salvador Antonio,De la Encina Ortega,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=136&idLegislatura=11,,11,,,"","","","","",Cádiz,"",6_134
129,Ramón Moreno Bustos,"Moreno Bustos, Ramón",Ramón,Moreno Bustos,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=129&idLegislatura=11,,11,,,"","","","","",Zaragoza,"",6_183
322,Carles Campuzano i Canadés,"Campuzano i Canadés, Carles",Carles,Campuzano i Canadés,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=322&idLegislatura=11,,11,,,"","","","","",Barcelona,"",6_201
311,José Antonio Bermúdez de Castro Fernández,"Bermúdez de Castro Fernández, José Antonio",José Antonio,Bermúdez de Castro Fernández,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=311&idLegislatura=11,,11,,,"","","","","",Salamanca,"",6_287
6,Miguel Ángel Heredia Díaz,"Heredia Díaz, Miguel Ángel",Miguel Ángel,Heredia Díaz,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=6&idLegislatura=11,,11,,,"","","","","",Málaga,"",6_292
291,María Sandra Moneo Díez,"Moneo Díez, María Sandra",María Sandra,Moneo Díez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=291&idLegislatura=11,,11,,,"","","","","",Burgos,"",6_353
221,María Teresa de Lara Carbó,"Lara Carbó, María Teresa de",María Teresa de,Lara Carbó,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=221&idLegislatura=11,,11,,,"","","","","",Madrid,"",6_356
279,José Ignacio Echániz Salgado,"Echániz Salgado, José Ignacio",José Ignacio,Echániz Salgado,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=279&idLegislatura=11,,11,,,"","","","","",Madrid,"",6_361
170,María Soledad Pérez Domínguez,"Pérez Domínguez, María Soledad",María Soledad,Pérez Domínguez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=170&idLegislatura=11,,11,,,"","","","","",Badajoz,"",7_117
116,Micaela Navarro Garzón,"Navarro Garzón, Micaela",Micaela,Navarro Garzón,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=116&idLegislatura=11,,11,,,"","","","","",Jaén,"",7_118
121,Pedro María Azpiazu Uriarte,"Azpiazu Uriarte, Pedro María",Pedro María,Azpiazu Uriarte,male,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=121&idLegislatura=11,,11,,,"","","","","",Bizkaia,"",7_161
28,Andrés José Ayala Sánchez,"Ayala Sánchez, Andrés José",Andrés José,Ayala Sánchez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=28&idLegislatura=11,,11,,,"","","","","",Murcia,"",7_18
62,María Fátima Báñez García,"Báñez García, María Fátima",María Fátima,Báñez García,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=62&idLegislatura=11,,11,,,"","","","","",Huelva,"",7_185
59,Juan José Matarí Sáez,"Matarí Sáez, Juan José",Juan José,Matarí Sáez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=59&idLegislatura=11,,11,,,"","","","","",Almería,"",7_214
157,María del Carmen Quintanilla Barba,"Quintanilla Barba, María del Carmen",María del Carmen,Quintanilla Barba,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=157&idLegislatura=11,,11,,,"","","","","",Ciudad Real,"",7_226
61,Alfonso Alonso Aranegui,"Alonso Aranegui, Alfonso",Alfonso,Alonso Aranegui,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=61&idLegislatura=11,,11,,,"","","","","",Araba/Álava,"",7_266
17,Ana María Pastor Julián,"Pastor Julián, Ana María",Ana María,Pastor Julián,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=17&idLegislatura=11,,11,,,"","","","","",Pontevedra,"",7_279
36,Celso Luis Delgado Arce,"Delgado Arce, Celso Luis",Celso Luis,Delgado Arce,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=36&idLegislatura=11,,11,,,"","","","","",Ourense,"",7_330
106,Fernando Martínez-Maillo Toribio,"Martínez-Maillo Toribio, Fernando",Fernando,Martínez-Maillo Toribio,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=106&idLegislatura=11,,11,,,"","","","","",Zamora,"",7_360
210,Rosa María Romero Sánchez,"Romero Sánchez, Rosa María",Rosa María,Romero Sánchez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=210&idLegislatura=11,,11,,,"","","","","",Ciudad Real,"",7_369
260,José Luis Ayllón Manso,"Ayllón Manso, José Luis",José Luis,Ayllón Manso,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=260&idLegislatura=11,,11,,,"","","","","",Madrid,"",7_380
134,Rafael Merino López,"Merino López, Rafael",Rafael,Merino López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=134&idLegislatura=11,,11,,,"","","","","",Córdoba,"",7_51
290,Carme Chacón Piqueras,"Chacón Piqueras, Carme",Carme,Chacón Piqueras,female,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=290&idLegislatura=11,,11,,,"","","","","",Barcelona,"",7_97
204,Ana María Madrazo Díaz,"Madrazo Díaz, Ana María",Ana María,Madrazo Díaz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=204&idLegislatura=11,,11,,,"","","","","",Cantabria,"",8_10
248,José Andrés Torres Mora,"Torres Mora, José Andrés",José Andrés,Torres Mora,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=248&idLegislatura=11,,11,,,"","","","","",Málaga,"",8_120
1,Jordi Xuclà i Costa,"Xuclà i Costa, Jordi",Jordi,Xuclà i Costa,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=1&idLegislatura=11,,11,,,"","","","","",Girona,"",8_124
212,José María Lassalle Ruiz,"Lassalle Ruiz, José María",José María,Lassalle Ruiz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=212&idLegislatura=11,,11,,,"","","","","",Cantabria,"",8_172
70,Pedro José Muñoz González,"Muñoz González, Pedro José",Pedro José,Muñoz González,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=70&idLegislatura=11,,11,,,"","","","","",Ávila,"",8_202
68,Pablo Matos Mascareño,"Matos Mascareño, Pablo",Pablo,Matos Mascareño,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=68&idLegislatura=11,,11,,,"","","","","",S/C Tenerife,"",8_229
10,Carlos Casimiro Salvador Armendáriz,"Salvador Armendáriz, Carlos Casimiro",Carlos Casimiro,Salvador Armendáriz,male,UPN-PP,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=10&idLegislatura=11,,11,,,"","","","","",Navarra,"",8_255
174,Meritxell Batet Lamaña,"Batet Lamaña, Meritxell",Meritxell,Batet Lamaña,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=174&idLegislatura=11,,11,,,"","","","","",Madrid,"",8_256
199,Herick Manuel Campos Arteseros,"Campos Arteseros, Herick Manuel",Herick Manuel,Campos Arteseros,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=199&idLegislatura=11,,11,,,"","","",913907693 Fax: 913906016 Declaración de Actividades Declaración de Bienes y Rentas hca@congreso.es Página web https://www.facebook.com/diputadosysenadoresdelpspvpsoe Fecha alta: 07/01/2016.,913906016 Declaración de Actividades Declaración de Bienes y Rentas hca@congreso.es Página web https://www.facebook.com/diputadosysenadoresdelpspvpsoe Fecha alta: 07/01/2016.,Alicante,"",8_260
123,Aitor Esteban Bravo,"Esteban Bravo, Aitor",Aitor,Esteban Bravo,male,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=123&idLegislatura=11,,11,,,"","","","","",Bizkaia,"",8_284
179,Pedro Saura García,"Saura García, Pedro",Pedro,Saura García,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=179&idLegislatura=11,,11,,,"","","","","",Murcia,"",8_294
321,Joan Tardà i Coma,"Tardà i Coma, Joan",Joan,Tardà i Coma,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=321&idLegislatura=11,,11,,,"","","","","",Barcelona,"",8_302
203,Alicia Sánchez-Camacho Pérez,"Sánchez-Camacho Pérez, Alicia",Alicia,Sánchez-Camacho Pérez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=203&idLegislatura=11,,11,,,"","","","","",Barcelona,"",8_310
42,Miguel Barrachina Ros,"Barrachina Ros, Miguel",Miguel,Barrachina Ros,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=42&idLegislatura=11,,11,,,"","","","","",Castellón,"",8_323
344,Jorge Moragas Sánchez,"Moragas Sánchez, Jorge",Jorge,Moragas Sánchez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=344&idLegislatura=11,,11,,,"","","","","",Barcelona,"",8_327
316,María Soraya Rodríguez Ramos,"Rodríguez Ramos, María Soraya",María Soraya,Rodríguez Ramos,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=316&idLegislatura=11,,11,,,"","","","","",Valladolid,"",8_328
175,Antonio Hernando Vera,"Hernando Vera, Antonio",Antonio,Hernando Vera,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=175&idLegislatura=11,,11,,,"","","","","",Madrid,"",8_352
259,María Soraya Sáenz de Santamaría Antón,"Sáenz de Santamaría Antón, María Soraya",María Soraya,Sáenz de Santamaría Antón,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=259&idLegislatura=11,,11,,,"","","","","",Madrid,"",8_362
334,Guillermo Mariscal Anaya,"Mariscal Anaya, Guillermo",Guillermo,Mariscal Anaya,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=334&idLegislatura=11,,11,,,"","","","","",Las Palmas,"",8_372
156,Joaquín María García Díez,"García Díez, Joaquín María",Joaquín María,García Díez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=156&idLegislatura=11,,11,,,"","","","","",Lugo,"",8_39
302,Ana María Oramas González-Moro,"Oramas González-Moro, Ana María",Ana María,Oramas González-Moro,female,CCa-PNC,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=302&idLegislatura=11,,11,,,"","","","","",S/C Tenerife,"",8_393
261,Álvaro María Nadal Belda,"Nadal Belda, Álvaro María",Álvaro María,Nadal Belda,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=261&idLegislatura=11,,11,,,"","","","","",Madrid,"",9_112
50,Alejandro Ramírez del Molino Morán,"Ramírez del Molino Morán, Alejandro",Alejandro,Ramírez del Molino Morán,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=50&idLegislatura=11,,11,,,"","","","","",Badajoz,"",9_115
171,Rafael Simancas Simancas,"Simancas Simancas, Rafael",Rafael,Simancas Simancas,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=171&idLegislatura=11,,11,,,"","","","","",Madrid,"",9_120
