id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen
Q18815954,,,Rana Zahid Hussain,,,,,,,Rana Zahid Hussain,,Rana Zahid Hussain,,,,,,male,,Rana Zahid Hussain,,,Rana Zahid Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815957,,,Syed Athar Hussain Gilani,,,,,,,Syed Athar Hussain Gilani,,Syed Athar Hussain Gilani,,,,,,male,,Syed Athar Hussain Gilani,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815958,,,Sardar Mansab Ali Dogar,,,,,,,Sardar Mansab Ali Dogar,,Sardar Mansab Ali Dogar,,,,,,male,,Sardar Mansab Ali Dogar,Sardar,,Sardar Mansab Ali Dogar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815960,,,Muhammad Munir Azhar,,,,,,,Muhammad Munir Azhar,,Muhammad Munir Azhar,,,,,,male,,Muhammad Munir Azhar,Muhammad,,Muhammad Munir Azhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815967,,,Syed Imran Ahmed,,,,,,,Syed Imran Ahmed,,Syed Imran Ahmed,,,,,,male,,Syed Imran Ahmed,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815970,,,Muhammad Khan Daha,,,,,,,Muhammad Khan Daha,,Muhammad Khan Daha,,,,,,male,,Muhammad Khan Daha,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815973,,,Riyaz Hayat Hiraj,,,,,,,Riyaz Hayat Hiraj,,Riyaz Hayat Hiraj,,,,,,male,,Riyaz Hayat Hiraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815977,,,Muhammad Siddique Khan,,,,,,,Muhammad Siddique Khan,,Siddique Khan Baloch,,,,,,male,,Muhammad Siddique Khan,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815984,,,Syed Ashiq Hussain Bukhari,,,,,,,Syed Ashiq Hussain Bukhari,,Syed Ashiq Hussain Bukhari,,,,,,male,,Syed Ashiq Hussain Bukhari,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815989,,,Syed Javed Ali Shah,,,,,,,Syed Javed Ali Shah,,Syed Javed Ali Shah,,,,,,male,,Syed Javed Ali Shah,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815993,,,Malik Aamir Dogar,,,,,,,Malik Aamir Dogar,,Malik Aamir Dogar,,,,,,male,,Malik Aamir Dogar,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815995,,,Malik Abdul Gafar Dogar,,,,,,,Malik Abdul Gafar Dogar,,Malik Abdul Gafar Dogar,,,,,,male,,Malik Abdul Gafar Dogar,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18815998,,,Muhammad Moeen Wattoo,,,,,,,Muhammad Moeen Wattoo,,Muhammad Moeen Wattoo,,,,,,male,,Muhammad Moeen Wattoo,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816001,,,Rao Muhammad Ajmal Khan,,,,,,,Rao Muhammad Ajmal Khan,,Rao Muhammad Ajmal Khan,,,,,,male,,Rao Muhammad Ajmal Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816008,,,Rana Muhammad Hayat,,,,,,,Rana Muhammad Hayat,,Rana Muhammad Hayat,,,,,,male,,Rana Muhammad Hayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816010,,,Rana Muhammad Ishaq,,,,,,,Rana Muhammad Ishaq,,Rana Muhammad Ishaq,,,,,,male,,Rana Muhammad Ishaq,,,Rana Muhammad Ishaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816012,,,Malik Rasheed Ahmed Khan,,,,,,,Malik Rasheed Ahmed Khan,,Malik Rasheed Ahmed Khan,,,,,,male,,Malik Rasheed Ahmed Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816014,,,Waseem Akhtar,,,,,,,Waseem Akhtar,,Waseem Akhtar,,,,,,male,,Waseem Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816016,,,Salman Haneef,,,,,,,Salman Haneef,,Salman Haneef,,,,,,male,,Salman Haneef,Salman,,Salman Haneef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816023,,,Muhammad Irfan Dogar,,,,,,,Muhammad Irfan Dogar,,Irfan Dogar,,,,,,male,,Muhammad Irfan Dogar,Muhammad,,Muhammad Irfan Dogar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816025,,,Mian Javed Latif,,,,,,,Mian Javed Latif,,Mian Javed Latif,,,,,,male,,Mian Javed Latif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816028,,,Rana Afzal,,,,,,,Rana Afzal,,Rana Afzal,,,,,,male,,Rana Afzal,,,Rana Afzal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816029,,,Sohail Shaukat Butt,,,,,,,Sohail Shaukat Butt,,Sohail Shaukat Butt,,,,,,male,,Sohail Shaukat Butt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816030,,,Shazia Mubashar,,,,,,,Shazia Mubashar,,Shazia Mubashar,,,,,,female,,Shazia Mubashar,,,Shazia Mubashar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816077,,,Sheikh Rohail Asghar,,,,,,,Sheikh Rohail Asghar,,Sheikh Rohail Asghar,,,,,,male,,Sheikh Rohail Asghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816078,,,Muhammad Pervaiz Malik,,,,,,,Muhammad Pervaiz Malik,,Muhammad Pervaiz Malik,,,,,,male,,Muhammad Pervaiz Malik,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816079,,,Mehr Ishtiaq Ahmed,,,,,,,Mehr Ishtiaq Ahmed,,Mehr Ishtiaq Ahmed,,,,,,male,,Mehr Ishtiaq Ahmed,,,Mehr Ishtiaq Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816081,,,Muhammad Malik Riaz,,,,,,,Muhammad Malik Riaz,,Muhammad Riaz Malik,,,,,,male,,Muhammad Malik Riaz,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816084,,,Mian Muhammad Rashid,,,,,,,Mian Muhammad Rashid,,Mian Muhammad Rashid,,,,,,male,,Mian Muhammad Rashid,,,Mian Muhammad Rashid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816085,,,Syed Iftikhar Ul Hassan,,,,,,,Syed Iftikhar Ul Hassan,,Syed Iftikhar Ul Hassan,,,,,,male,,Syed Iftikhar Ul Hassan,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816086,,,Shamim Ahmed,,,,,,,Shamim Ahmed,,Shamim Ahmed,,,,,,male,,Shamim Ahmed,,,Shamim Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816088,,,Mazhar Ali,,,,,,,Mazhar Ali,,Mazhar Ali,,,,,,male,,Mazhar Ali,,,Mazhar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816090,,,Rana Umar Nazir Khan,,,,,,,Rana Umar Nazir Khan,,Rana Umar Nazir Khan,,,,,,male,,Rana Umar Nazir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816091,,,Mian Tariq Mehmood,,,,,,,Mian Tariq Mehmood,,Mian Tariq Mehmood,,,,,,male,,Mian Tariq Mehmood,,,Mian Tariq Mehmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816098,,,Muhammad Junaid Anwar Chaudhry,,,,,,,Muhammad Junaid Anwar Chaudhry,,Muhammad Junaid Anwar Chaudhry,,,,,,male,,Muhammad Junaid Anwar Chaudhry,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816099,,,Najaf Abbas Sial,,,,,,,Najaf Abbas Sial,,Najaf Abbas Sial,,,,,,male,,Najaf Abbas Sial,Najaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816102,,,Sahibzada Muhammad Nazeer Sultan,,,,,,,Sahibzada Muhammad Nazeer Sultan,,Sahibzada Muhammad Nazeer Sultan,,,,,,male,,Sahibzada Muhammad Nazeer Sultan,,,Sahibzada Muhammad Nazeer Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816103,,,Sheikh Muhammad Akram,,,,,,,Sheikh Muhammad Akram,,Sheikh Muhammad Akram,,,,,,male,,Sheikh Muhammad Akram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816105,,,Mian Abdul Manan,,,,,,,Mian Abdul Manan,,Mian Abdul Manan,,,,,,male,,Mian Abdul Manan,,,Mian Abdul Manan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816107,,,Rana Muhammad Afzal Khan,,,,,,,Rana Muhammad Afzal Khan,,Rana Muhammad Afzal Khan,,,,,,male,,Rana Muhammad Afzal Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816108,,,Nisar Ahmad Jutt,,,,,,,Nisar Ahmad Jutt,,Nisar Ahmad Jutt,,,,,,male,,Nisar Ahmad Jutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816111,,,Mian Muhammad Farooq,,,,,,,Mian Muhammad Farooq,,Mian Muhammad Farooq,,,,,,male,,Mian Muhammad Farooq,,,Mian Muhammad Farooq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816116,,,Rajab Ali Khan,,,,,,,Rajab Ali Khan,,Rajab Ali Khan (politician),,,,,,male,,Rajab Ali Khan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816117,,,Muhammad Asim Nazir,,,,,,,Muhammad Asim Nazir,,Muhammad Asim Nazir,,,,,,male,,Muhammad Asim Nazir,Muhammad,,Muhammad Asim Nazir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816119,,,Muhammad Tallal Chaudry,,,,,,,Muhammad Tallal Chaudry,,Muhammad Tallal Chaudry,,,,,,male,,Muhammad Tallal Chaudry,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816122,,,Muhammad Afzal Khan Dhandla,,,,,,,Muhammad Afzal Khan Dhandla,,Muhammad Afzal Khan Dhandla,,,,,,male,,Muhammad Afzal Khan Dhandla,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816127,,,Obaidullah Shadikhel,,,,,,,Obaidullah Shadikhel,,Obaidullah Shadikhel,,,,,,male,,Obaidullah Shadikhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816129,,,Malik Shakir Bashir Awan,,,,,,,Malik Shakir Bashir Awan,,Malik Shakir Bashir Awan,,,,,,male,,Malik Shakir Bashir Awan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816130,,,Malik Muhammad Uzair Khan,,,,,,,Malik Muhammad Uzair Khan,,Uzair Khan,,,,,,male,,Malik Muhammad Uzair Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816132,,,Sardar Shafqat Hayat Khan,,,,,,,Sardar Shafqat Hayat Khan,,Sardar Shafqat Hayat Khan,,,,,,male,,Sardar Shafqat Hayat Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816133,,,Mohsin Shahnawaz Ranjha,,,,,,,Mohsin Shahnawaz Ranjha,,Mohsin Shahnawaz Ranjha,,,,,,male,,Mohsin Shahnawaz Ranjha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816134,,,Pir Aminul Hasnat,,,,,,,Pir Aminul Hasnat,,Pir Aminul Hasnat,,,,,,male,,Pir Aminul Hasnat,,,Pir Aminul Hasnat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816137,,,Sardar Mumtaz Khan,,,,,,,Sardar Mumtaz Khan,,Sardar Mumtaz Khan,,,,,,male,,Sardar Mumtaz Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816138,,,Muhammad Zain Elahi,,,,,,,Muhammad Zain Elahi,,Muhammad Zain Elahi,,,,,,male,,Muhammad Zain Elahi,Muhammad,,Muhammad Zain Elahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816140,,,Malik Ihtebar Khan,,,,,,,Malik Ihtebar Khan,,Malik Ihtebar Khan,,,,,,male,,Malik Ihtebar Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
Q18816141,,,Malik Ibrar Ahmed,,,,,,,Malik Ibrar Ahmed,,Malik Ibrar Ahmed,,,,,,male,,Malik Ibrar Ahmed,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26
