id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk
Q5737622,Johan Forssell,,Johan Forssell,Johan Forssell,Johan Forssell,Johan Forssell,male,1979-12-08,Johan,0126797549328,Johan Forssell,Johan Forssell,Johan Forssell,Category:Johan Forssell,"Johan Forssell (politician, born 1979)",https://upload.wikimedia.org/wikipedia/commons/d/d4/Johan_forssell.jpg,,,,,,,,,,,,,,,,,,,Johan Forssell,,,,,,,,,,Forssell,,,,,,,,,,,,,,,,,,,,,,,Johan Forssell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q308217,Abdirizak Waberi,,Abdirizak Waberi,Abdirizak Waberi,Abdirizak Waberi,Abdirizak Waberi,male,1966-05-07,,083921164513,Abdirizak Waberi,Abdirizak Waberi,Abdirizak Waberi,,Abdirizak Waberi,,Abdirizak Waberi,,Abdirizak Waberi,Abdirizak Waberi,,,,,,,,,,,,,,,Abdirizak Waberi,Abdirizak Waberi,/m/0ds4gpz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirizak Waberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirizak Waberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5542465,Amir Adan,Amir Adan,Amir Adan,Amir Adan,Amir Adan,Amir Adan,male,1985,Amir,072019517020,Amir Adan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4991052,Anette Åkesson,,Anette Åkesson,Anette Åkesson,Anette Åkesson,Anette Åkesson,female,1966,Anette,0198031297912,Anette Åkesson,Anette Åkesson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4991079,Ann-Britt Åsebol,,Ann-Britt Åsebol,Ann-Britt Åsebol,Ann-Britt Åsebol,Ann-Britt Åsebol,female,1947-03-08,Ann-Britt,0204494765606,Ann-Britt Åsebol,Ann-Britt Åsebol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3271292,Anton Abele,Anton Abele,Anton Abele,Anton Abele,Anton Abele,Anton Abele,male,1992-01-10,Anton,0538982776628,Anton Abele,Anton Abele,Anton Abele,,Anton Abele,https://upload.wikimedia.org/wikipedia/commons/c/ce/Anton_Abele.jpg,Anton Abele,,Anton Abele,Anton Abele,,Anton Abele,,,Anton Abele,,,Anton Abele,,,,,,,Anton Abele,,/m/04dztht,,Anton Abele,Anton Abele,Anton Abele,,,,Abele,,,,,,,,,,,,,,,,,,,,,,,Anton Abele,,,アントン・アベル,,,,,,Antons Ābele,,,,,,,,,,,,,,,,,Anton Abele,,,,,,,,,,,,,,,,,,,Anton Abele,,,,,,,,,,アントン・アベル,,,,,,Antons Ābele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5624774,Bino Drummond,Bino Drummond,Bino Drummond,Bino Drummond,Bino Drummond,Bino Drummond,male,1982-06-22,Bino,0560258077929,Bino Drummond,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bino_Drummond.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6090662,Björn Samuelson,,Björn Samuelson,Björn Samuelson,Björn Samuelson,Björn Samuelson (moderat),male,1951-12-23,Björn,0483306984615,Björn Samuelson (moderat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990984,Boriana Åberg,,Boriana Åberg,Boriana Åberg,Boriana Åberg,Boriana Åberg,female,1968,Boriana,0105632258713,Boriana Åberg,Boriana Åberg,,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Boriana_Åberg_01.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990177,Camilla Waltersson Grönvall,,Camilla Waltersson Grönvall,Camilla Waltersson Grönvall,Camilla Waltersson Grönvall,Camilla Waltersson Grönvall,female,1969,Camilla,0781623040415,Camilla Waltersson Grönvall,Camilla Waltersson Grönvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5580727,Carl-Oskar Bohlin,,Carl-Oskar Bohlin,Carl-Oskar Bohlin,Carl-Oskar Bohlin,Carl-Oskar Bohlin,male,1986,Carl,0108109641223,Carl-Oskar Bohlin,Carl-Oskar Bohlin,Carl-Oskar Bohlin,,,,Carl-Oskar Bohlin,,Carl-Oskar Bohlin,Carl-Oskar Bohlin,Carl-Oskar Bohlin,Carl-Oskar Bohlin,,,,,,Carl-Oskar Bohlin,,,,,,,,,,,,,,,,,Bohlin,,,Carl-Oskar Bohlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl-Oskar Bohlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4940657,Cecilia Brinck,,Cecilia Brinck,Cecilia Brinck,Cecilia Brinck,Cecilia Brinck,female,1962-04-16,Cecilia,0590020362617,Cecilia Brinck,Cecilia Brinck,,,,"https://upload.wikimedia.org/wikipedia/commons/1/17/Cecilia_Brinck_(M),_oppositionsborgarråd_i_Stockholms_stad.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5544850,Christer Akej,,Christer Akej,Christer Akej,Christer Akej,Christer Akej,male,1955,Christer,0538777624511,Christer Akej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16633319,Edip Noyan,,Edip Noyan,Edip Noyan,Edip Noyan,Edip Noyan,male,1956-01-01,Edip,0178667655211,Edip Noyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6071900,Edward Riedl,,Edward Riedl,Edward Riedl,Edward Riedl,Edward Riedl,male,1976-07-01,Edward,0273506284025,Edward Riedl,Edward Riedl,Edward Riedl,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Edward_Riedl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4939382,Elisabeth Björnsdotter Rahm,,Elisabeth Björnsdotter Rahm,Elisabeth Björnsdotter Rahm,Elisabeth Björnsdotter Rahm,Elisabeth Björnsdotter Rahm,female,1964,Elisabeth,0671241874717,Elisabeth Björnsdotter Rahm,Elisabeth Björnsdotter Rahm,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Elisabeth_Bjornsdotter_Rahm_(M)_Sverige._Nordiska_radets_session_2011_i_Kopenhamn.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4957570,Ellen Juntti,,Ellen Juntti,Ellen Juntti,Ellen Juntti,Ellen Juntti,female,1958-10-08,Ellen,0144048894712,Ellen Juntti,Ellen Juntti,Ellen Juntti,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Ellen_Juntti.jpg,,,,,Ellen Juntti,,,,,Ellen Juntti,,,,,,,,,Ellen Juntti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Juntti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4963441,Eva Lohman,Eva Lohman,Eva Lohman,Eva Lohman,Eva Lohman,Eva Lohman,female,1948,Eva,0150664940102,Eva Lohman,Eva Lohman,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Eva_Lohman.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4969998,Gunilla Nordgren,Gunilla Nordgren,Gunilla Nordgren,Gunilla Nordgren,Gunilla Nordgren,Gunilla Nordgren,female,1956,Gunilla,0192918410514,Gunilla Nordgren,Gunilla Nordgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5809040,Gustaf Hoffstedt,Gustaf Hoffstedt,Gustaf Hoffstedt,Gustaf Hoffstedt,Gustaf Hoffstedt,Gustaf Hoffstedt,male,1974-04-14,Gustaf,0316345926026,Gustaf Hoffstedt,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/b0/Gustaf_Hoffstedt,_Bokmässan_2013_(crop).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5564796,Hanif Bali,,Hanif Bali,Hanif Bali,Hanif Bali,Hanif Bali,male,1987-04-10,Hanif,0166790812128,Hanif Bali,Hanif Bali,Hanif Bali,,Hanif Bali,https://upload.wikimedia.org/wikipedia/commons/0/0e/Hanif_Bali_2010_2.jpg,,,,,,,,,,,,,,,,,,,Hanif Bali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanif Bali,,,,,,,,,,,,,,,,,,,,,,,,,حنیف بالی,,,,,,,,,,,,,,,,,,حنیف بالی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972634,Jenny Petersson,,Jenny Petersson,Jenny Petersson,Jenny Petersson,Jenny Petersson,female,1981,Jenny,0176437434123,Jenny Petersson,Jenny Petersson,,,,https://upload.wikimedia.org/wikipedia/commons/9/94/Jenny_Petersson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975481,Jessica Rosencrantz,,Jessica Rosencrantz,Jessica Rosencrantz,Jessica Rosencrantz,Jessica Rosencrantz,female,1987-10-06,Jessica,0992420223820,Jessica Rosencrantz,Jessica Rosencrantz,Jessica Rosencrantz,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Jessica_Rosencrantz_bild.jpg,Jessica Rosencrantz,,Jessica Rosencrantz,Jessica Rosencrantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Rosencrantz,,,,,,,,,,,,,,,,,,,Jessica Rosencrantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5816436,Johan Hultberg,,Johan Hultberg,Johan Hultberg,Johan Hultberg,Johan Hultberg,male,1985,Johan,069309987221,Johan Hultberg,Johan Hultberg,Johan Hultberg,,Johan Hultberg,https://upload.wikimedia.org/wikipedia/commons/6/60/Johan_Hultberg.jpg,Johan Hultberg,,Johan Hultberg,Johan Hultberg,,,,,,,,,,,,,,,Johan Hultberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Hultberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15713809,Johan Johansson i Boden,,Johan Johansson,Johan Johansson,Johan Johansson i Boden,Johan Johansson i Boden,male,1969-07-11,Johan,0957513768616,Johan Johansson i Boden,,,,,,,,,,,,,,,,,,,,,,34437237,,,,,,,,,,,,Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5826571,Jonas Jacobsson Gjörtler,,Jonas Jacobsson Gjörtler,Jonas Jacobsson Gjörtler,Jonas Jacobsson Gjörtler,Jonas Jacobsson Gjörtler,male,1973,Jonas,0495314169413,Jonas Jacobsson Gjörtler,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Jonas_Jacobsson_Gjörtler_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5555097,Jörgen Andersson,,Jörgen Andersson,Jörgen Andersson,Jörgen Andersson,Jörgen Andersson (moderat),male,1966-04-14,Jörgen,0859721748313,Jörgen Andersson (moderat),,,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Jörgen_Andersson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4964077,Kajsa Lunderquist,,Kajsa Lunderquist,Kajsa Lunderquist,Kajsa Lunderquist,Kajsa Lunderquist,female,1983,Kajsa,0979018047922,Kajsa Lunderquist,Kajsa Lunderquist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5596130,Lars Beckman,,Lars Beckman,Lars Beckman,Lars Beckman,Lars Beckman,male,1967,Lars,0588282566419,Lars Beckman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4936650,Linda Arvidsson Wemmert,,Linda Arvidsson Wemmert,Linda Arvidsson Wemmert,Linda Arvidsson Wemmert,Linda Wemmert,female,1977-09-06,Linda,03856618629,Linda Wemmert,Linda Arvidsson Wemmert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4948092,Lotta Finstorp,Lotta Finstorp,Lotta Finstorp,Lotta Finstorp,Lotta Finstorp,Lotta Finstorp,female,1958-12-04,Lotta,0750518623913,Lotta Finstorp,Lotta Finstorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971184,Lotta Olsson,,Lotta Olsson,Lotta Olsson,Lotta Olsson,Lotta Olsson (politiker),female,1960,Lotta,066769783310,Lotta Olsson (politiker),Lotta Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4933653,Maria Abrahamsson,,Maria Abrahamsson,Maria Abrahamsson,Maria Abrahamsson,Maria Abrahamsson,female,1963-07-21,Maria,0695090885212,Maria Abrahamsson,Maria Abrahamsson,Maria Abrahamsson,,Maria Abrahamsson,https://upload.wikimedia.org/wikipedia/commons/0/09/Maria_Abrahamsson_Göteborg_Book_Fair_2011.jpg,Maria Abrahamsson,,Maria Abrahamsson,Maria Abrahamsson,Maria Abrahamsson,,,,,Maria Abrahamsson,,,,,,,315536997,,Maria Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4970743,Marta Obminska,,Marta Obminska,Marta Obminska,Marta Obminska,Marta Obminska,female,1979-08-01,Marta,0732677378827,Marta Obminska,Marta Obminska,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Marta_Obminska.jpg,,,,,,Marta Obminska,,,,,,Marta Obminska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
