id,name__en,name,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NLA,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Muzinger,website,identifier__CiNii,identifier__NDL,birth_name,family_name,identifier__UScongress,wikipedia__en,identifier__NNDB,identifier__Munzinger,name__nb,name__it,name__de,name__nl,name__af,name__ar,name__bcl,name__bg,name__br,name__ca,name__ceb,name__cs,name__da,name__eo,name__es,name__et,name__eu,name__fa,name__fi,name__fo,name__fr,name__gl,name__he,name__hu,name__id,name__ilo,name__io,name__ja,name__ko,name__la,name__mr,name__ms,name__oc,name__pag,name__pam,name__pl,name__pt,name__ru,name__sk,name__sv,name__ta,name__th,name__tl,name__tr,name__uk,name__vi,name__war,name__zh,name__sr,name__jv,name__hr,name__de_ch,name__el,name__en_ca,name__en_gb,name__mg,name__pt_br,name__yue,name__nan,name__hy,name__arz,name__lv,name__sh,name__cbk_zam,name__nn,name__kk,name__lb,name__zh_yue,wikipedia__af,wikipedia__ar,wikipedia__arz,wikipedia__bcl,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__de,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ilo,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pag,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__sw,name__bn,name__ia,name__mk,name__yo,name__ka,name__lt,name__qu,name__ro,wikipedia__bn,wikipedia__ia,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__qu,wikipedia__ro,wikipedia__sw,wikipedia__yo,name__be,name__zh_mo,name__zh_my,name__simple,wikipedia__be,wikipedia__plwikiquote,name__ml,name__gsw,name__co,name__fy,name__haw,name__is,name__ksh,name__nds,name__pap,name__pdc,name__pih,name__pms,name__scn,name__sco,name__sc,wikipedia__als,wikipedia__bgwikiquote,wikipedia__co,wikipedia__fy,wikipedia__haw,wikipedia__is,wikipedia__ksh,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,name__uz,name__ga,name__az,name__an,name__lmo,name__nds_nl,name__sl,name__sq,name__wa,wikipedia__az,wikipedia__ga,wikipedia__itwikiquote,wikipedia__uz,wikipedia__eswikisource,name__pa,wikipedia__pa,name__be_tarask,wikipedia__be_x_old
Q2515056,"Sergio Osmeña, Jr.","Sergio Osmeña, Jr.",,male,,,,,,,,,1916-12-04,1984-03-26,,Sergio,,,,,,,,,"Sergio Osmeña, Jr.",,,,,,Sergio Osmeña jr.,,,,,,,,,,,"Sergio Osmeña, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Osmeña jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2533043,Robert Barbers,Robert Barbers,,male,,,,,,,,,1944-01-19,2005-12-25,,Robert,,,,,,,,,Robert Barbers,,,,,Robert Barbers,Robert Barbers,,,,,,,,,,,Robert Barbers,,,,,,Robert Barbers,,,,,,,,,,,,,,,,,,,,,,Robert Barbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Barbers (1944),,,,,,,,,,,,,,,Robert Barbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2543260,Calixto Zaldivar,Calixto Zaldivar,,male,,,,,,,,,1904-01-01,1979-01-01,,,,,,,,,,,Calixto Zaldivar,,,,,Calixto Zaldivar,Calixto Zaldivar,,,,,,,,,,,,,,,,,Calixto Zaldivar,,,,,,,,,,,,,,,,,,,,,,Calixto Zaldivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calixto Zaldivar,,,,,,,,,,,,,,,Calixto Zaldivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2569758,Wigberto Tañada,Wigberto Tañada,,male,,,,,,,,,1934-08-13,,,,,,,,,,,,Wigberto Tañada,,,,,Wigberto Tañada,Wigberto Tañada,,,,,,,,,,,,,,,,,Wigberto Tañada,,,,,,,,,,,,,,,,,,,,,,Wigberto Tañada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wigberto Tañada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wigberto Tañada,,,,,,,,,,,,,,,Wigberto Tañada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2606208,Sherwin Gatchalian,Sherwin Gatchalian,,male,,,,,,,,,1974-04-06,,,,,,,,,,,,Sherwin Gatchalian,,,,,Sherwin Gatchalian,Sherwin Gatchalian,,,,,,,,,,,Sherwin Gatchalian,,,,,,Sherwin Gatchalian,,,,,Sherwin Gatchalian,,,,,,,,,,,,,,,,,Sherwin Gatchalian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherwin Gatchalian,,,,,,,,,,,,,Sherwin Gatchalian,,,,,,,,,,,,,,,Sherwin Gatchalian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2609062,Jose Zubiri III,Jose Zubiri III,,male,,,,,,,,,1963-04-30,,,Jose,,,,,,,,,Jose Zubiri III,,,,,,Jose Zubiri III,,,,,,,,,,,,,,,,,Jose Zubiri III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Zubiri III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2648928,Lito Atienza,Lito Atienza,https://upload.wikimedia.org/wikipedia/commons/e/ec/Litoatienza.jpg,male,,56368784,,,,,,,1941-08-10,,,Jose,,,,,,,,,Lito Atienza,,,,,Lito Atienza,Jose Atienza jr.,,,,,,,,,,,Lito Atienza,,,,,,Lito Atienza,,,,,,,,,,,,,,,,,,,,,,Lito Atienza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Atienza jr.,,,,,,,,,,,,,,,Lito Atienza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2655565,Pedro Guevara,Pedro Guevara,,male,,43935043,,,,,,,1879-02-23,1938-01-19,,Pedro,,,,,,,,G000518,Pedro Guevara,,,Pedro Guevara,,Pedro Guevara,Pedro Guevara,,,,,,,,,Pedro Guevara,,Pedro Guevara,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Guevara,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Guevara,,,,,,,,,,,,,,,,,Pedro Guevara (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Guevara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2661120,Eva Estrada-Kalaw,Eva Estrada-Kalaw,,female,,,,,,,,,1920-06-16,,,Eva,,,,,,,,,Eva Estrada-Kalaw,,,,,,Eva Estrada-Kalaw,,,,,,,,,,,Eva Estrada-Kalaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Estrada-Kalaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Estrada-Kalaw,,,,,,,,,,,,,,,Eva Estrada-Kalaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2718322,Salvador Escudero,Salvador Escudero,,male,,,,,,,,,1942-12-18,2012-08-13,,Salvador,,,,,,,,,Salvador Escudero,,,,,Salvador Escudero,Salvador Escudero III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvador Escudero III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2785632,Mel Lopez,Mel Lopez,https://upload.wikimedia.org/wikipedia/commons/a/a3/GCL_OathTaking.jpg,male,,,,,,,,,1935-09-01,,,Mel,,,,,,,,,Mel Lopez,,,,,Mel Lopez,Mel Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mel Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2793422,Isauro Gabaldon,Isauro Gabaldon,https://upload.wikimedia.org/wikipedia/commons/7/7a/IsauroGabaldon.jpg,male,,,,,,,,,1875-12-08,1942-12-21,/m/0ckl3q,,,,,,,,,G000001,Isauro Gabaldon,,,Isauro Gabaldon,,Isauro Gabaldon,Isauro Gabaldon,,,,,,,,,Isauro Gabaldon,,Isauro Gabaldon,,,,,,Isauro Gabaldon,,,,,,,,,,,,,,,,,,,Isauro Gabaldon,,,,,,,,,,,,,,,,,,,,,,,,,Isauro Gabaldon,,,,,,,,,,,,,,,,,Isauro Gabaldon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isauro Gabaldon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2793511,Francisco Afan Delgado,Francisco Afan Delgado,,male,,70996357,,,,,,,1886-01-25,1964-10-27,,Francisco,,,,,,,,D000218,Francisco Afan Delgado,,,Francisco Afan Delgado,,Francisco Afan Delgado,Francisco Afan Delgado,,,,,,,,,Francisco Afan Delgado,,Francisco Afan Delgado,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Afan Delgado,,,Francisco Delgado,,,,,,,,,,,,,,,,,,,,,,Francisco Afan Delgado,,,,,,,,,,,,,,,,,Francisco Afan Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Delgado,,,,,,,,,,,,,,,Francisco Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q285536,Imelda Marcos,Imelda Marcos,https://upload.wikimedia.org/wikipedia/commons/6/6a/Imeldamarcos1982.jpg,female,0000 0001 1497 2036,113806714,122298527,n50075853,121536210,030038847,,,1929-07-02,,/m/01r2tl,Imelda,070727104,,,DA08332671,00621064,,,,Imelda Marcos,,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,إيميلدا ماركوس,Imelda Marcos,Имелда Маркос,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,,Imelda Marcos,ایملدا مارکوس,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,אימלדה מרקוס,,Imelda Marcos,Imelda Marcos,Imelda Marcos,イメルダ・マルコス,이멜다 마르코스,Imelda Marcos,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,"Маркос, Имельда Ромуальдес",Imelda Marcos,Imelda Marcos,இமெல்டா மார்க்கோஸ்,,Imelda Marcos,İmelda Marcos,,Imelda Marcos,Imelda Marcos,伊梅尔达·马科斯,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Ιμέλντα Μάρκος,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,,Imelda Marcos,,,Imelda Markosa,,Imelda Marcos,Imelda Marcos,,Imelda Marcos,,Imelda Marcos,إيميلدا ماركوس,,Imelda Marcos,,,Imelda Marcos,Imelda Marcos,Imelda Marcos,,,,Imelda Marcos,Imelda Marcos,Imelda Marcos,,Imelda Marcos,,Imelda Marcos,Imelda Marcos,Imelda Marcos,,Imelda Marcos,ایملدا مارکوس,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,אימלדה מרקוס,Imelda Marcos,,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,イメルダ・マルコス,Imelda Marcos,,이멜다 마르코스,Imelda Marcos,Imelda Marcos,Imelda Markosa,Imelda Marcos,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,"Маркос, Имельда Ромуальдес",,Imelda Marcos,,,Imelda Marcos,இமெல்டா மார்க்கோஸ்,,Imelda Marcos,İmelda Marcos,,Imelda Marcos,Imelda Marcos,Imelda Marcos,,伊梅尔达·马科斯,伊梅尔达·马科斯,伊美黛·馬可仕,艾美黛·馬可斯,伊梅尔达·马科斯,伊梅尔达·马科斯,伊美黛·馬可仕,,,Imelda Marcos,,Imelda Marcos,,,,Imelda Marcos,,Imelda Marcos,,,,,Imelda Marcos,,Imelda Marcos,,,,,,Imelda Marcos,ഇമെൽഡാ മാർക്കോസ്,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Имелда Маркос,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,ഇമെൽഡാ മാർക്കോസ്,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,,,,,,,,,,,,,,,,,,
Q2855983,Edelmiro Amante,Edelmiro Amante,,male,,,,,,,,,1933-04-21,2013-03-10,/m/03np4fb,,,,,,,,,,Edelmiro Amante,,,,,Edelmiro Amante,Edelmiro Amante,,,,,,,,,,,Edelmiro Amante,,,,,,Edelmiro Amante,,,,,,,,,,,,,,,,,,,,,,Edelmiro Amante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edelmiro Amante,,,,,,,,,,,,,,,Edelmiro Amante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2950095,Carlos R. Imperial,Carlos R. Imperial,,male,,,,,,,,,1930-07-13,2010-04-11,,Carlos,,,,,,,,,Carlos R. Imperial,,,,,,Carlos Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Imperial (1930),,,,,,,,,,,,,,,Carlos Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2976445,Victor Dominguez,Victor Dominguez,,male,,,,,,,,,1935-05-03,2008-02-08,/m/03np3rm,Victor,,,,,,,,,Victor Dominguez,,,,,Victor Dominguez,Victor Dominguez,,,,,,,,,,,,,,,,,Victor Dominguez,,,,,,,,,,,,,,,,,,,,,,Victor Dominguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Dominguez,,,,,,,,,,,,,,,Victor Dominguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3058915,Nikki Coseteng,Nikki Coseteng,,female,,,,,,,,,1952-12-18,,,Anna,,,,,,,,,Nikki Coseteng,,,,,Nikki Coseteng,Anna Dominique Coseteng,,,,,,,,,,,Nikki Coseteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikki Coseteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Dominique Coseteng,,,,,,,,,,,,,,,Nikki Coseteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q312539,Diosdado Macapagal,Diosdado Macapagal,https://upload.wikimedia.org/wikipedia/commons/a/a5/Diosdado_Macapagal_USS_Oklahoma_City_1962_cropped.jpg,male,0000 0000 8449 153X,45546531,,n50041975,,081490909,,35317981,1910-09-28,1997-04-21,/m/02qkny,,,,,,,,,,Diosdado Macapagal,,,Diosdado P. Macapagal,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,,,Diosdado Macapagal,,,,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,,Diosdado Macapagal,,,,Diosdado Macapagal,,Diosdado Macapagal,Diosdado Macapagal,,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,ディオスダド・マカパガル,디오스다도 마카파갈,Deodatus Macapagal,,Diosdado Macapagal,Diosdado Macapagal,Dionysus Macapagal,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,"Макапагал, Диосдадо",Diosdado Macapagal,Diosdado Macapagal,,ดิออสดาโด มากาปากัล,Diosdado Macapagal,Diosdado Macapagal,,,Diosdado Macapagal,迪奥斯达多·马卡帕加尔,,Diosdado Macapagal,,,,,,,,馬卡帕加爾,,,,,,Diosdado Macapagal,Diosdado Macapagal,Диосдадо Макапагал,,,,,,Diosdado Macapagal,,,,Diosdado Macapagal,Diosdado Macapagal,,,,Diosdado Macapagal,Diosdado Macapagal,,,Diosdado Macapagal,Author:Diosdado Macapagal,,Diosdado Macapagal,,,,,Diosdado Macapagal,,Diosdado Macapagal,Diosdado Macapagal,,,,,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,,Diosdado Macapagal,Диосдадо Макапагал,디오스다도 마카파갈,Deodatus Macapagal,,,,,Diosdado Macapagal,Diosdado Macapagal,Diosdado P. Macapagal,Diosdado Macapagal,Dionysus Macapagal,Diosdado Macapagal,Diosdado Macapagal,Diosdado Macapagal,"Макапагал, Диосдадо",,,,,,,ดิออสดาโด มากาปากัล,Diosdado Macapagal,Diosdado Macapagal,,,Diosdado Macapagal,,馬卡帕加爾,迪奥斯达多·马卡帕加尔,迪奥斯达多·马卡帕加尔,迪奧斯達多·馬卡帕加爾,迪奧斯達多·馬卡帕加爾,迪奥斯达多·马卡帕加尔,迪奥斯达多·马卡帕加尔,迪奧斯達多·馬卡帕加爾,,,,,,,Diosdado Macapagal,,,,,,Diosdado Macapagal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q319950,Sergio Osmeña,Sergio Osmeña,https://upload.wikimedia.org/wikipedia/commons/8/84/Vice-President_Osmeña_in_Washington_cropped.jpg,male,0000 0000 6346 4866,16121587,,n82128811,,,,35246913,1878-09-09,1961-10-19,/m/02j7d8,Sergio,,,,,,,,,Sergio Osmeña,,,Sergio S. Osmeña,Sergio Osmeña,Sergio Osmeña,Sergio Osmeña,,,Sergio Osmeña,,,,Sergio Osmeña,Sergio Osmeña,Sergio Osmeña,,Sergio Osmeña,,,,,,Sergio Osmeña,,,Sergio Osmeña,Sergio Osmeña,Sergio Osmeña,,セルヒオ・オスメニャ,세르히오 오스메냐,Sergius Osmeña,सर्जियो ओस्मेन्या,Sergio Osmeña,,Sergio Osmeña,Sergio Osmeña,,Sergio Osmeña,"Осменья, Серхио",,Sergio Osmeña,,,Sergio Osmeña,Sergio Osmeña,,,Sergio Osmeña,,,,,,,,,,,,,,,,,Sergio Osmeña,Sergio Osmeña,,,,,,,Sergio Osmeña,,,,Sergio Osmeña,Sergio Osmeña,Sergio Osmeña,Sergio Osmeña,,Sergio Osmeña,Sergio Osmeña,,,,Author:Sergio Osmeña,,Sergio Osmeña,,,,,,,Sergio Osmeña,,,,,,Sergio Osmeña,Sergio Osmeña,,Sergio Osmeña,セルヒオ・オスメニャ,,,세르히오 오스메냐,Sergius Osmeña,,,,सर्जियो ओस्मेन्या,Sergio Osmeña,Sergio Osmeña,Sergio S. Osmeña,,Sergio Osmeña,Sergio Osmeña,,Sergio Osmeña,"Осменья, Серхио",,,,,Sergio Osmeña,,,Sergio Osmeña,Sergio Osmeña,,,Sergio Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3294773,Rafael Nantes,Rafael Nantes,,male,,,,,,,,,1957-01-04,2010-05-17,/m/0by1fm6,Rafael,,,,,,,,,Rafael Nantes,,,,,Rafael Nantes,Rafael Nantes,,,,,,,,,,,Rafael Nantes,,,,,,,,,,,,,,,,,Rafael Nantes,,,,,Rafael Nantes,,,,,,Rafael Nantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael Nantes,Rafael Nantes,,,,,,Rafael Nantes,,,,,,,,,Rafael Nantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3303072,Herminia Roman,Herminia Roman,,female,,,,,,,,,1940-07-09,,,Herminia,,,,,,,,,Herminia Roman,,,,,Herminia Roman,Herminia Roman,,,,,,,,,,,Herminia Roman,,,,,,Herminia Roman,,,,,Herminia Roman,,,,,,,,,,,Herminia Roman,,,,,,Herminia Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herminia Roman,,,,,,,,,,,,,,Herminia Roman,,,,,,,,,,,,,,,,,,,Herminia Roman,,,,,,,,,Herminia Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q330656,Abraham Tolentino,Abraham Tolentino,,male,,,,,,,,,1964-02-23,,,Abraham,,,,,,,,,Abraham Tolentino,,,,,Abraham Tolentino,,,,,,,,,,,,,,,,,,Abraham Tolentino,,,,Abraham Tolentino,,,,,,,,,Bambol Tolentino,,,,,,,,,Abraham Tolentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abraham Tolentino,,,,,,,,,,,,,,,,,,,Abraham Tolentino,,,,,,,,,,,,,,,,,Bambol Tolentino,,,,,,,,,,,,Abraham Tolentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348186,Ayong Maliksi,Ayong Maliksi,,male,,,,,,,,,1938-03-25,,,,,,,,,,,,Ayong Maliksi,,,,,Ayong Maliksi,,,,,,,,Ayong Maliksi,,,,,,,,,,,,,,,Erineo S. Maliksi,,,,,,,,,,,,,,,,,Ayong Maliksi,,,,Ayong Maliksi,,,,,,,,,,,,,,,,,Erineo S. Maliksi,,,,,,,,,,,,Erineo S. Maliksi,Ayong Maliksi,,,,,,,,,,,,,,,,,,,,,,,,,Erineo S. Maliksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayong Maliksi,,,,Ayong Maliksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348199,Ted Failon,Ted Failon,,male,,,,,,,,,1962-03-29,,/m/02r0g6j,Ted,,,,,,,,,Ted Failon,,,,Ted Failon,Ted Failon,Ted Failon,,,Ted Failon,,,,,,,,Ted Failon,,,,,,Ted Failon,,,,,,,,,,,,,,,,,,,,,,Ted Failon,,,,Ted Failon,,,,,,,,,,,,,,,,,,,,,,,,,Ted Failon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Failon,,,,,,,,,,,,,,,Ted Failon,,,,Ted Failon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3385856,Satur Ocampo,Satur Ocampo,,male,,,,,,,,,1939-04-07,,,Satur,,,,,,,,,Satur Ocampo,,,,,Satur Ocampo,Satur Ocampo,,,,,,,,,,,,,,,,,Satur Ocampo,,,,,,,,,,,,,,,,,,,,,,Satur Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satur Ocampo,,,,,,,,,,,,,,,Satur Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
