id,name__no,name,wikipedia__no,name__nb,wikipedia__nb,name__nn,wikipedia__nn,name__en,wikipedia__en,image,gender,birth_date,given_name,identifier__freebase,twitter,identifier__VIAF,identifier__IMDB,identifier__GND,identifier__LCAuth,identifier__BIBSYS,facebook,identifier__ISNI,identifier__SUDOC,family_name,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,website,death_date,identifier__BNF,identifier__NTA,identifier__NDL,identifier__NLA,identifier__NSK,identifier__NPG,identifier__N6I,name__de,name__es,name__fr,name__nl,name__da,name__sv,wikipedia__da,wikipedia__de,name__pl,name__se,wikipedia__fr,wikipedia__pl,wikipedia__se,wikipedia__sv,name__ru,name__ro,name__fi,name__et,name__fo,name__cs,name__ja,name__he,name__uk,name__fa,wikipedia__cs,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__ro,wikipedia__ru,wikipedia__uk,name__id,wikipedia__id,wikipedia__commons,name__ka,wikipedia__ka,name__la,wikipedia__la,name__it,wikipedia__it,wikipedia__nowikiquote,name__tr,wikipedia__tr,name__cy,name__en_gb,name__eo,name__gl,wikipedia__gl,name__ar,wikipedia__ar,name__is,name__qu,name__de_ch,name__en_ca,wikipedia__cswikiquote,wikipedia__is,wikipedia__plwikiquote,wikipedia__qu,name__ca,name__hr,name__lt,name__pt,name__sk,name__sl,name__kl,name__vi,wikipedia__vi,name__ur,wikipedia__ur,name__hu,name__el,name__ta,name__af,name__bn,name__br,name__lb,name__sr,name__be,name__zh,name__mr,name__lmo,name__ko,name__mk,name__nds,name__vmf,name__vls,name__pdc,name__gsw,wikipedia__af,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__el,wikipedia__hu,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__mr,wikipedia__pt,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__zh,name__an,name__bs,name__ceb,name__eu,name__ga,name__nds_nl,name__pms,name__sq,name__vec,name__wa,name__oc,name__ms,name__sw,name__bcl,name__be_tarask,name__io,name__kk,name__yo,name__lv,name__sh,name__ku,name__bg,name__pt_br,name__sco,name__ml,name__hi,name__az,name__ie,name__hy,wikipedia__an,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__bg,wikipedia__ca,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__hi,wikipedia__ie,wikipedia__io,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sw,wikipedia__yo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__nds,wikipedia__hy,name__sr_el,name__sr_ec,name__ia,name__tl,name__ku_arab,name__ku_latn,name__war,name__mg,name__ne,wikipedia__bs,wikipedia__cy,wikipedia__eswikiquote,wikipedia__hr,wikipedia__ia,wikipedia__mg,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,wikipedia__war,wikipedia__enwikisource,name__szl,wikipedia__szl,wikipedia__bswikiquote,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,wikipedia__arz,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__te,wikipedia__th,identifier__GNC,wikipedia__species,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vo,name__wo,name__zu,wikipedia__ast,original_wikiname,identifier__OLID,identifier__NLAtrove,identifier__FAST,identifier__Britannica,wikipedia__frwikiquote,wikipedia__nowikisource,name__new,name__sa,wikipedia__new,wikipedia__sa,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__SFDb,identifier__TED,name__fit,name__vep,wikipedia__vep,wikipedia__nnwikiquote
Q4588755,,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,,male,1936-05-22,Hans,,,225290316,,,,x90272071,,,,,,,,,,,,,,,,,,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,Hans Olav Tungesvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Olav Tungesvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Olav Tungesvik,,,,,,,,,,,,,,,,,,,
Q4575768,,Nils Kristian Lysø,Nils Lysø,Nils Lysø,,Nils Lysø,Nils Lysø,Nils Kristian Lysø,Nils Lysø,,male,1905-09-03,Nils,,,,,,,,,,,,,,,,,1977-07-07,,,,,,,,Nils Kristian Lysø,Nils Kristian Lysø,Nils Kristian Lysø,Nils Kristian Lysø,Nils Lysø,Nils Lysø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Kristian Lysø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Lysø,,,,,,,,,,,,,,,,,,,
Q4803702,,Asbjørn Granheim,,,,,,Asbjørn Granheim,Asbjørn Granheim,,male,1906-01-01,Asbjørn,,,,,,,,,,,,,,,,,1977-01-27,,,,,,,,Asbjørn Granheim,,Asbjørn Granheim,Asbjørn Granheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asbjørn Granheim,,,,,,,,,,,,,,,,,,,
Q4568127,,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,,male,1854-05-13,Martin,,,,,,,,,,,,,,,,,1935-01-19,,,,,,,,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,Martin Olsen Nalum,,,,,,,,Martin Olsen Nalum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Olsen Nalum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Olsen Nalum,,,,,,,,,,,,,,,,,,,
Q1772873,,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,"https://upload.wikimedia.org/wikipedia/commons/b/b6/Lundteigen_kandidater_Sp,_stortingsvalget_2013.jpg",male,1953-04-18,Per,,,278425413,nm2078253,,,,,,,,,,,,,,,,,,,,,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,Per Olaf Lundteigen,,,,,,,,Per Olaf Lundteigen,,,,,,,,,,,,,,,,,,,,,,,,,Category:Per Olaf Lundteigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Olaf Lundteigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Olaf Lundteigen,,,,,,,,,,,,,,,,,,,
Q4581573,,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,"https://upload.wikimedia.org/wikipedia/commons/f/f2/Kirsti_Bergstø,_Finnmark_SV.jpg",female,1981-07-01,Kirsti,,,,,,,x09057328,,,,,,,,,,,,,,,,,,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,Kirsti Bergstø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Kirsti Bergstø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsti Bergstø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsti Bergstø,,,,,,,,,,,,,,,,,,,
Q6098421,,Ivar Kristiansen Hognestad,,,,,,Ivar Kristiansen Hognestad,Ivar Kristiansen Hognestad,,male,1888-10-16,Ivar,,,,,,,,,,,,,,,,,1973-04-30,,,,,,,,Ivar Kristiansen Hognestad,,Ivar Kristiansen Hognestad,Ivar Kristiansen Hognestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivar Kristiansen Hognestad,,,,,,,,,,,,,,,,,,,
Q4572995,,Geir Pollestad,Geir Pollestad,Geir Pollestad,,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,"https://upload.wikimedia.org/wikipedia/commons/1/16/Geir_Pollestad_kandidater_Sp,_stortingsvalget_2013.jpg",male,1978-08-13,Geir,,geirpo,,,,,,,,,,,,,,,,,,,,,,,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geir Pollestad,,,,,,,,,,,,,,,,,,,
Q11235163,,Helge Orten,Helge Orten,Helge Orten,,Helge Orten,Helge Orten,Helge Orten,Helge Orten,,male,1966-10-25,Helge,,,,,,,,,,,,,,,,,,,,,,,,,Helge Orten,Helge Orten,Helge Orten,Helge Orten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helge Orten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helge Orten,,,,,,,,,,,,,,,,,,,
Q7088272,,Olle Johan Eriksen,,,,,,Olle Johan Eriksen,Olle Johan Eriksen,,male,1923-08-12,Olle,,,,,,,,,,,,,,,,,1999-03-26,,,,,,,,Olle Johan Eriksen,,Olle Johan Eriksen,Olle Johan Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olle Johan Eriksen,,,,,,,,,,,,,,,,,,,
Q7336607,,Rita Tveiten,Rita Tveiten,Rita Tveiten,,Rita Tveiten,Rita Tveiten,Rita Tveiten,Rita Tveiten,,female,1954-01-22,Rita,,,,,,,,,,,,,,,,,,,,,,,,,Rita Tveiten,,Rita Tveiten,Rita Tveiten,Rita Tveiten,Rita Tveiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rita Tveiten,,,,,,,,,,,,,,,,,,,
Q3435927,,Ole Irgens,Ole Irgens (politiker),Ole Irgens,,Ole Irgens,Ole Irgens,Ole Irgens,Ole Irgens (politician),https://upload.wikimedia.org/wikipedia/commons/c/cc/Ole_Irgens.png,male,1829-04-06,Ole,,,,,,,,,,,,,,,,,1906-04-14,,,,,,,,Ole Irgens,,Ole Irgens,Ole Irgens,Ole Irgens,Ole Irgens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Irgens (politician),,,,,,,,,,,,,,,,,,,
Q3307968,,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,https://upload.wikimedia.org/wikipedia/commons/7/7f/Søren_Georg_Abel.png,male,1772-01-03,Søren,/m/04n2snt,,221950534,,,,,,,,,,,,,,1820-05-05,,,,,,,,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,Søren Georg Abel,,,,,,,,,,,Søren Georg Abel,,,,,,,,,Søren Georg Abel,,,,,,,,,,,,,,,,,Søren Georg Abel,,,,,,,,,,,,,,,,,,,,,,,Søren Georg Abel,,,,,,,,Søren Georg Abel,Σέρεν Γκέοργκ Άμπελ,,Søren Georg Abel,,,,,,,,,,,,,,,,Søren Georg Abel,,,,,,,,,,,Søren Georg Abel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Սորեն Քեորգ Աբել,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Søren Georg Abel,,,,,,,,,,,,,,,,,,,
Q16760871,,Sveinung Lunde,Sveinung Lunde,Sveinung Lunde,,,,Sveinung Lunde,,,male,1955-11-30,Sveinung,,,,,,,,,,,,,,,,,,,,,,,,,Sveinung Lunde,,Sveinung Lunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sveinung Lunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sveinung Lunde,,,,,,,,,,,,,,,,,,,
Q291655,,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,https://upload.wikimedia.org/wikipedia/commons/c/ca/Liv_Signe_Navarsete_(Senterpartiet).jpg,female,1958-10-23,Liv,/m/0bjfj_,,,nm5339951,,,,,,,,,,,,,,,,,,,,,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,Liv Signe Navarsete,,Liv Signe Navarsete,Liv Signe Navarsete,,Liv Signe Navarsete,,,Liv Signe Navarsete,,,,,,,,,,,,Liv Signe Navarsete,,,,,,,,,,Liv Signe Navarsete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liv Signe Navarsete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liv Signe Navarsete,,,,,,,,,,,,,,,,,,,
Q11977860,,Jacob von der Lippe,Jacob von der Lippe,Jacob von der Lippe,,Jacob von der Lippe,Jacob von der Lippe,Jacob von der Lippe,Jacob von der Lippe,https://upload.wikimedia.org/wikipedia/commons/c/c7/Jacob_von_der_Lippe.jpg,male,1797-09-27,Jacob,,,,,,,,,,,,,,,,,1878-10-02,,,,,,,,Jacob von der Lippe,,Jacob von der Lippe,Jacob von der Lippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jacob von der Lippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob von der Lippe,,,,,,,,,,,,,,,,,,,
Q16215117,,Kjersti Stenseng,Kjersti Stenseng,Kjersti Stenseng,,,,Kjersti Stenseng,Kjersti Stenseng,,female,1974-09-04,Kjersti,,,,,,,,,,,,,,,,,,,,,,,,,Kjersti Stenseng,,Kjersti Stenseng,Kjersti Stenseng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjersti Stenseng,,,,,,,,,,,,,,,,,,,
Q6033575,,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,,female,1971-04-03,,,,,,,,x98010661,,,,,,,,,,,,,,,,,,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,Ingvild Vaggen Malvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingvild Vaggen Malvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingvild Vaggen Malvik,,,,,,,,,,,,,,,,,,,
Q2014562,,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,,Christian C. Paus,Christian C. Paus,Christian Cornelius Paus,Christian Cornelius Paus,https://upload.wikimedia.org/wikipedia/commons/8/87/Christian_C_Paus2.jpg,male,1800-10-18,Christian,,,,,,,,,,,,,,,,,1879-04-08,,,,,,,,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,Christian Cornelius Paus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Cornelius Paus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Cornelius Paus,,,,,,,,,,,,,,,,,,,
Q11991479,,Nils Jønsberg,Nils Jønsberg,Nils Jønsberg,,Nils Jønsberg,Nils Jønsberg,Nils Jønsberg,Nils Jønsberg,,male,1808,Nils,,,,,,,,,,,,,,,,,1885,,,,,,,,Nils Jønsberg,,Nils Jønsberg,Nils Jønsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Jønsberg,,,,,,,,,,,,,,,,,,,
Q285138,,Arnt Arntsen Wang,Arnt Arntsen Wang,Arnt Arntsen Wang,,Arnt Arntsen Wang,,Arnt Arntsen Wang,Arnt Arntsen Wang,,male,1791,Arnt,,,,,,,,,,,,,,,,,1845,,,,,,,,Arnt Arntsen Wang,,Arnt Arntsen Wang,Arnt Arntsen Wang,Arnt Arntsen Wang,Arnt Arntsen Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnt Arntsen Wang,,,,,,,,,Arnt Arntsen Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnt Arntsen Wang,Arnt Arntsen Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnt Arntsen Wang,,,,,,,,,,,,,,,,,,,
Q5349681,,Einar Osland,,,,,,Einar Osland,Einar Osland,,male,1886-12-17,Einar,,,,,,,,,,,,,,,,,1955-02-16,,,,,,,,Einar Osland,Einar Osland,Einar Osland,Einar Osland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einar Osland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einar Osland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einar Osland,,,,,,,,,,,,,,,,,,,
Q3431908,,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,,Ivar Kirkeby-Garstad,,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,https://upload.wikimedia.org/wikipedia/commons/5/54/Ivar_Kirkeby-Garstad.jpg,male,1877-08-05,Ivar,,,,,,,,,,,,,,,,,1951-06-19,,,,,,,,,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,Ivar Kirkeby-Garstad,,,,,,,,Ivar Kirkeby-Garstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivar Kirkeby-Garstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivar Kirkeby-Garstad,,,,,,,,,,,,,,,,,,,
Q728444,,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,https://upload.wikimedia.org/wikipedia/commons/a/ad/Ola_Borten_Moe.jpg,male,1976-06-06,Ola,/m/0bpw0z,,301338416,,,,x13022443,,,,,,,,,,,,,,,,,,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,Ola Borten Moe,,Ola Borten Moe,,,,,,Ola Borten Moe,,,,,,Ola Borten Moe,,,,,Ola Borten Moe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ola Borten Moe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ola Borten Moe,,,,,,,,,,,,,,,,,,,
